************START OF FILE*****************
3	0	0.0152500000000000	0	1	5	3	4
8	9	2.01510000000000	0	1	2	3	4
8	9	1.30348800000000	0	1	2	1	0
9	8	0.0163500000000000	0	1	5	3	4
2	8	7.53664000000000	0	1	2	5	4
5	2	1.31628800000000	0	1	2	1	0
0	2	1.32179200000000	0	1	2	1	0
8	0	7.70457600000000	0	1	2	5	4
1	7	7.62675200000000	0	1	2	5	4
8	6	7.63904000000000	0	1	2	5	4
3	7	2.01100000000000	0	1	2	3	4
1	2	2.03370000000000	0	1	2	3	4
7	1	0.0165000000000000	0	1	5	3	4
2	5	0.0185500000000000	0	1	5	3	4
9	6	0.0164000000000000	0	1	5	3	4
4	1	1.29337600000000	0	1	2	1	0
5	0	2.00740000000000	0	1	2	3	4
0	4	7.70457600000000	0	1	2	5	4
7	6	7.80288000000000	0	1	2	5	4
0	1	2.03440000000000	0	1	2	3	4
3	9	1.32044800000000	0	1	2	1	0
1	0	0.0159000000000000	0	1	5	3	4
7	5	2.01400000000000	0	1	2	3	4
0	8	7.80697600000000	0	1	2	5	4
3	4	1.31680000000000	0	1	2	1	0
4	3	2.03200000000000	0	1	2	3	4
2	4	2.02240000000000	0	1	2	3	4
6	1	7.66361600000000	0	1	2	5	4
5	7	0.0161000000000000	0	1	5	3	4
5	1	0.0175500000000000	0	1	5	3	4
0	3	0.0165500000000000	0	1	5	3	4
6	2	1.99610000000000	0	1	2	3	4
4	8	0.0173000000000000	0	1	5	3	4
3	6	2.01120000000000	0	1	2	3	4
9	3	1.32556800000000	0	1	2	1	0
7	9	0.0168000000000000	0	1	5	3	4
4	2	0.0159500000000000	0	1	5	3	4
2	7	1.30873600000000	0	1	2	1	0
6	0	1.31193600000000	0	1	2	1	0
7	1	7.65952000000000	0	1	2	5	4
9	8	2.01570000000000	0	1	2	3	4
5	2	7.95852800000000	0	1	2	5	4
0	2	2.03060000000000	0	1	2	3	4
8	0	1.31065600000000	0	1	2	1	0
1	7	1.32115200000000	0	1	2	1	0
7	4	2.01860000000000	0	1	2	3	4
3	1	0.0167500000000000	0	1	5	3	4
3	7	0.0161000000000000	0	1	5	3	4
1	2	1.32032000000000	0	1	2	1	0
2	5	2.02250000000000	0	1	2	3	4
4	1	7.98310400000000	0	1	2	5	4
5	0	1.31750400000000	0	1	2	1	0
0	4	1.29580800000000	0	1	2	1	0
6	3	2.00700000000000	0	1	2	3	4
6	8	7.70867200000000	0	1	2	5	4
7	6	0.0174500000000000	0	1	5	3	4
9	7	0.0182000000000000	0	1	5	3	4
0	1	1.30918400000000	0	1	2	1	0
3	9	2.02980000000000	0	1	2	3	4
1	0	2.01870000000000	0	1	2	3	4
0	8	1.32819200000000	0	1	2	1	0
3	4	7.69228800000000	0	1	2	5	4
4	3	1.30835200000000	0	1	2	1	0
2	4	0.0173500000000000	0	1	5	3	4
6	1	0.0164000000000000	0	1	5	3	4
8	4	0.0168500000000000	0	1	5	3	4
5	7	7.71276800000000	0	1	2	5	4
5	1	7.88889600000000	0	1	2	5	4
0	3	2.01770000000000	0	1	2	3	4
4	8	7.60627200000000	0	1	2	5	4
9	0	7.67590400000000	0	1	2	5	4
7	8	0.0168500000000000	0	1	5	3	4
2	1	7.82336000000000	0	1	2	5	4
3	6	1.32595200000000	0	1	2	1	0
9	3	2.01530000000000	0	1	2	3	4
4	2	7.74963200000000	0	1	2	5	4
2	7	7.79059200000000	0	1	2	5	4
6	0	2.00550000000000	0	1	2	3	4
8	3	7.65132800000000	0	1	2	5	4
1	4	7.75372800000000	0	1	2	5	4
7	1	1.32288000000000	0	1	2	1	0
9	8	1.30796800000000	0	1	2	1	0
5	2	0.0155000000000000	0	1	5	3	4
0	2	0.0158500000000000	0	1	5	3	4
3	8	2.01760000000000	0	1	2	3	4
8	0	2.03740000000000	0	1	2	3	4
1	7	2.02180000000000	0	1	2	3	4
7	4	1.32665600000000	0	1	2	1	0
9	1	1.30361600000000	0	1	2	1	0
2	0	1.32384000000000	0	1	2	1	0
3	1	7.55302400000000	0	1	2	5	4
1	8	7.49568000000000	0	1	2	5	4
3	7	7.65132800000000	0	1	2	5	4
1	2	7.72915200000000	0	1	2	5	4
2	5	1.29299200000000	0	1	2	1	0
0	7	7.69228800000000	0	1	2	5	4
4	1	0.0180500000000000	0	1	5	3	4
0	4	2.00430000000000	0	1	2	3	4
6	3	1.30259200000000	0	1	2	1	0
8	2	1.30329600000000	0	1	2	1	0
1	5	1.31872000000000	0	1	2	1	0
7	6	2.00640000000000	0	1	2	3	4
9	7	7.84793600000000	0	1	2	5	4
0	1	7.76192000000000	0	1	2	5	4
1	0	1.32051200000000	0	1	2	1	0
9	2	2.02120000000000	0	1	2	3	4
2	3	2.02980000000000	0	1	2	3	4
0	8	1.99620000000000	0	1	2	3	4
1	9	1.31564800000000	0	1	2	1	0
3	4	0.0166500000000000	0	1	5	3	4
2	4	7.92166400000000	0	1	2	5	4
0	6	1.30956800000000	0	1	2	1	0
6	1	2.02160000000000	0	1	2	3	4
8	4	7.95852800000000	0	1	2	5	4
8	9	0.0151000000000000	0	1	5	3	4
5	7	1.30508800000000	0	1	2	1	0
0	3	1.31136000000000	0	1	2	1	0
8	1	2.00440000000000	0	1	2	3	4
1	6	1.99610000000000	0	1	2	3	4
4	8	1.30035200000000	0	1	2	1	0
9	0	0.0158000000000000	0	1	5	3	4
2	1	0.0164500000000000	0	1	5	3	4
7	2	7.86432000000000	0	1	2	5	4
2	7	0.0171500000000000	0	1	5	3	4
8	5	0.0173500000000000	0	1	5	3	4
0	5	2.02400000000000	0	1	2	3	4
6	0	0.0159500000000000	0	1	5	3	4
8	3	0.0158500000000000	0	1	5	3	4
1	4	0.0170000000000000	0	1	5	3	4
7	1	2.02820000000000	0	1	2	3	4
0	2	7.52844800000000	0	1	2	5	4
3	8	1.31987200000000	0	1	2	1	0
7	4	7.90118400000000	0	1	2	5	4
9	1	2.03880000000000	0	1	2	3	4
2	0	2.01200000000000	0	1	2	3	4
6	8	0.0165000000000000	0	1	5	3	4
0	9	2.03080000000000	0	1	2	3	4
3	1	1.33452800000000	0	1	2	1	0
6	5	7.72915200000000	0	1	2	5	4
1	8	0.0168500000000000	0	1	5	3	4
1	2	0.0164000000000000	0	1	5	3	4
5	3	0.0145500000000000	0	1	5	3	4
0	7	0.0157500000000000	0	1	5	3	4
7	3	1.30809600000000	0	1	2	1	0
8	1	0.0165500000000000	0	1	5	3	4
6	9	7.80697600000000	0	1	2	5	4
6	3	7.85612800000000	0	1	2	5	4
8	2	2.03750000000000	0	1	2	3	4
1	5	2.01660000000000	0	1	2	3	4
7	6	1.30828800000000	0	1	2	1	0
9	7	1.30726400000000	0	1	2	1	0
5	8	7.77830400000000	0	1	2	5	4
0	1	0.0169500000000000	0	1	5	3	4
4	0	0.0166000000000000	0	1	5	3	4
9	2	1.31891200000000	0	1	2	1	0
2	3	1.30508800000000	0	1	2	1	0
6	4	1.31187200000000	0	1	2	1	0
1	9	2.02340000000000	0	1	2	3	4
5	4	7.48748800000000	0	1	2	5	4
0	6	2.03200000000000	0	1	2	3	4
6	1	1.33017600000000	0	1	2	1	0
8	4	1.32102400000000	0	1	2	1	0
7	0	2.02090000000000	0	1	2	3	4
5	7	2.03760000000000	0	1	2	3	4
3	5	0.0166000000000000	0	1	5	3	4
7	9	7.79878400000000	0	1	2	5	4
1	6	1.34176000000000	0	1	2	1	0
4	8	2.01760000000000	0	1	2	3	4
9	0	2.00380000000000	0	1	2	3	4
2	1	2.04490000000000	0	1	2	3	4
5	9	1.31430400000000	0	1	2	1	0
4	7	8.03225600000000	0	1	2	5	4
5	0	0.0170500000000000	0	1	5	3	4
6	7	2.02830000000000	0	1	2	3	4
7	2	0.0174500000000000	0	1	5	3	4
0	5	1.31705600000000	0	1	2	1	0
6	0	7.69228800000000	0	1	2	5	4
8	3	2.01050000000000	0	1	2	3	4
1	4	2.01060000000000	0	1	2	3	4
3	2	8.07321600000000	0	1	2	5	4
3	8	7.65132800000000	0	1	2	5	4
2	6	0.0164500000000000	0	1	5	3	4
7	4	0.0186500000000000	0	1	5	3	4
9	1	0.0165500000000000	0	1	5	3	4
2	0	0.0160500000000000	0	1	5	3	4
0	9	1.30873600000000	0	1	2	1	0
3	1	2.02490000000000	0	1	2	3	4
6	5	0.0171500000000000	0	1	5	3	4
1	8	2.00610000000000	0	1	2	3	4
4	6	1.30003200000000	0	1	2	1	0
5	3	7.95033600000000	0	1	2	5	4
0	7	1.99270000000000	0	1	2	3	4
7	3	2.04070000000000	0	1	2	3	4
9	4	7.90937600000000	0	1	2	5	4
5	6	2.03010000000000	0	1	2	3	4
6	9	0.0182000000000000	0	1	5	3	4
1	3	0.0164000000000000	0	1	5	3	4
6	3	0.0172500000000000	0	1	5	3	4
8	2	0.0168000000000000	0	1	5	3	4
1	5	0.0160500000000000	0	1	5	3	4
4	9	2.00620000000000	0	1	2	3	4
9	7	1.99920000000000	0	1	2	3	4
5	8	0.0165500000000000	0	1	5	3	4
8	9	8.09369600000000	0	1	2	5	4
4	0	7.81516800000000	0	1	2	5	4
2	9	7.18438400000000	0	1	2	5	4
9	2	7.97081600000000	0	1	2	5	4
2	3	7.73734400000000	0	1	2	5	4
6	4	2.00710000000000	0	1	2	3	4
8	7	7.63494400000000	0	1	2	5	4
1	9	0.0157500000000000	0	1	5	3	4
4	5	2.02200000000000	0	1	2	3	4
5	4	0.0158500000000000	0	1	5	3	4
0	6	0.0178500000000000	0	1	5	3	4
8	4	2.02930000000000	0	1	2	3	4
7	0	1.31712000000000	0	1	2	1	0
9	5	1.30534400000000	0	1	2	1	0
6	8	2.01370000000000	0	1	2	3	4
7	9	1.31283200000000	0	1	2	1	0
1	6	7.55712000000000	0	1	2	5	4
9	0	1.30060800000000	0	1	2	1	0
7	5	1.30905600000000	0	1	2	1	0
2	1	1.30137600000000	0	1	2	1	0
5	9	2.03020000000000	0	1	2	3	4
3	0	1.99390000000000	0	1	2	3	4
4	7	0.0160500000000000	0	1	5	3	4
2	8	1.30796800000000	0	1	2	1	0
6	7	1.31008000000000	0	1	2	1	0
8	6	1.31392000000000	0	1	2	1	0
7	2	2.00810000000000	0	1	2	3	4
3	5	7.80288000000000	0	1	2	5	4
0	5	8.15513600000000	0	1	2	5	4
8	3	1.31302400000000	0	1	2	1	0
1	4	1.32582400000000	0	1	2	1	0
9	6	2.03110000000000	0	1	2	3	4
3	2	0.0166500000000000	0	1	5	3	4
3	8	0.0168000000000000	0	1	5	3	4
