50	50	50
0	29	39.917769791708935
0	46	41.08045323428343
0	48	45.34352091793936
1	34	44.56837763506625
1	47	43.793297315663466
1	49	44.56837763506625
2	8	41.08045323428343
2	31	39.530229632007554
2	37	38.367609152903356
3	11	35.26716194835163
3	20	35.65470210805299
3	31	37.59246587003028
3	32	42.63067683655931
3	43	42.243073713387595
4	5	43.793297315663466
4	22	41.08045323428343
4	35	34.87962178865025
4	44	37.204925710328894
5	21	43.40575715596208
5	22	41.08045323428343
5	25	39.14268947230616
5	32	37.98000602973169
6	7	45.34352091793936
6	22	38.367609152903356
6	38	35.65470210805299
7	15	42.63067683655931
8	11	35.65470210805299
8	13	39.917769791708935
9	16	37.59246587003028
9	23	44.56837763506625
9	33	46.118601237342155
10	14	39.530229632007554
10	25	39.530229632007554
10	35	41.855533553686186
10	44	46.118601237342155
11	13	45.34352091793936
11	31	39.917769791708935
12	14	41.08045323428343
12	29	35.26716194835163
13	25	43.40575715596208
13	31	38.367609152903356
13	49	36.04230523122471
14	48	43.01821699626069
15	27	46.118601237342155
16	18	40.305372914880664
16	19	37.59246587003028
16	28	37.98000602973169
17	24	40.305372914880664
17	30	36.81738555062749
18	19	34.87962178865025
18	25	43.793297315663466
18	49	41.08045323428343
19	25	35.26716194835163
19	44	42.63067683655931
20	43	44.955980758237956
21	22	36.04230523122471
21	27	35.65470210805299
21	43	42.63067683655931
22	39	41.08045323428343
23	24	35.26716194835163
23	28	40.69291307458202
23	42	40.69291307458202
24	33	40.305372914880664
24	42	45.34352091793936
24	45	44.955980758237956
26	30	36.81738555062749
26	34	41.08045323428343
27	43	38.367609152903356
28	29	39.917769791708935
28	44	41.467993393984834
28	46	44.18083747536487
30	45	40.69291307458202
31	32	39.530229632007554
32	43	40.69291307458202
34	37	40.305372914880664
34	40	45.34352091793936
34	41	40.305372914880664
35	39	40.305372914880664
36	38	36.04230523122471
36	48	42.63067683655931
37	41	37.59246587003028
37	49	41.855533553686186
38	39	37.204925710328894
38	48	37.98000602973169
40	41	37.98000602973169
42	46	44.18083747536487
45	47	36.04230523122471
45	49	39.14268947230616
